Player_ID,Nome,Nome completo,Posição,Overall,Similaridade
208722,S. Mané,Sadio Mané,"Atacante, Meio campo",86,0.9343594248408165
204506,M. van Buren,Mick van Buren,"Atacante, Extremo",73,0.9331313306374348
230666,Gabriel Jesus,Gabriel Fernando de Jesus,"Atacante, Extremo",84,0.932376867916195
202556,M. Depay,Memphis Depay,"Atacante, Extremo",84,0.9300728487731946
265800,Jutglà,Ferran Jutglà Blanch,Atacante,75,0.929494481359054
214997,Á. Correa,Ángel Martín Correa,"Atacante, Meio campo",82,0.9288030642363668
184200,M. Arnautović,Marko Arnautović,Atacante,80,0.928239619230762
199451,W. Ben Yedder,Wissam Ben Yedder,Atacante,83,0.9273144576495809
230717,T. Kadewere,Philana Tinotenda Kadewere,"Atacante, Extremo, Meio campo",73,0.926872889729403
190717,M. Antonio,Michail Antonio,Atacante,78,0.9255468063114208
192598,Ai Kesen,艾克森,"Atacante, Extremo",76,0.9250970269821692
216354,A. Kramarić,Andrej Kramarić,"Atacante, Meio campo",81,0.9250751866517596
231677,M. Rashford,Marcus Rashford,"Atacante, Extremo, Meio campo",85,0.925025308179414
235790,K. Havertz,Kai Lukas Havertz,"Atacante, Extremo, Meio campo",82,0.9246707829182783
208596,A. Belotti,Andrea Belotti,Atacante,78,0.9240398165874546
246191,J. Álvarez,Julián Álvarez,"Atacante, Meio campo",80,0.9238149552029283
236276,A. Danjuma,Arnaut Danjuma Adam Groeneveld,"Atacante, Meio campo",81,0.9234060896842
263829,Vitinha,Vítor Manuel Carvalho Oliveira,Atacante,76,0.9231824798041586
243630,J. David,Jonathan Christian David,Atacante,81,0.9229111964053732
233866,O. Edouard,Odsonne Édouard,Atacante,75,0.9227085396497413
224179,Borja Iglesias,Borja Iglesias Quintás,Atacante,83,0.9226441689446027
246430,D. Vlahović,Dušan Vlahović,Atacante,83,0.9214881736245659
242516,C. Gakpo,Cody Mathès Gakpo,"Atacante, Extremo",83,0.9210712586868383
205431,N. Füllkrug,Niclas Füllkrug,Atacante,80,0.9209328801429107
197031,M. Ducksch,Marvin Ducksch,Atacante,77,0.9208902472772591
219686,Carlos Júnior,Carlos Alberto Carvalho da Silva Júnior,"Atacante, Extremo",76,0.9204509304591163
204538,R. Ruidíaz,Raúl Mario Ruidíaz Misitich,Atacante,77,0.9196194545274152
220715,E. Ponce,Ezequiel Ponce Martínez,Atacante,73,0.9196059935663704
195859,D. Ings,Daniel William John Ings,Atacante,77,0.9195828667064063
231747,K. Mbappé,Kylian Mbappé Lottin,"Atacante, Extremo",91,0.9192585108284592
193290,M. Braithwaite,Martin Braithwaite Christensen,"Atacante, Meio campo",77,0.9177986405805744
208830,J. Vardy,Jamie Vardy,Atacante,78,0.9176781799519019
213135,D. Origi,Divock Okoth Origi,"Atacante, Extremo",75,0.9174109897620357
201942,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,Atacante,82,0.9167744415762886
243032,Hugo Duro,Hugo Duro Perales,Atacante,74,0.9166536788635237
192629,Iago Aspas,Iago Aspas Juncal,Atacante,85,0.9161280474452508
228520,E. Ávila,Luis Ezequiel Ávila,"Atacante, Meio campo",80,0.9160404440336766
224301,K. Świderski,Karol Świderski,"Atacante, Meio campo",74,0.9155198265190096
201399,M. Icardi,Mauro Emanuel Icardi Rivero,Atacante,80,0.9154361921865208
237034,Cucho Hernández,Juan Camilo Hernández Suárez,"Atacante, Meio campo",76,0.9143333317229491
215333,D. Zapata,Duván Esteban Zapata Banguera,Atacante,81,0.9141780586480819
205976,Léo Baptistão,Leonardo Carrilho Baptistão,"Atacante, Meio campo",75,0.913950342603442
190059,S. Zuber,Steven Zuber,"Atacante, Meio campo",76,0.9134909124202241
240753,A. Gouiri,Amine Gouiri,"Atacante, Extremo, Meio campo",79,0.9127406759556969
211784,N. Maupay,Neal Maupay,Atacante,74,0.912342721723659
184941,A. Sánchez,Alexis Alejandro Sánchez Sánchez,Atacante,81,0.9112111293212415
215441,S. Guirassy,Serhou Yadaly Guirassy,Atacante,77,0.9104197468829456
228687,K. Dolberg,Kasper Dolberg Rasmussen,Atacante,75,0.9093887254611744
251412,S. Weissman,Shon Zalman Weissman,Atacante,75,0.9093532572953087
206467,A. Plea,Alassane Alexandre Pléa,"Atacante, Meio campo",77,0.9089563151625303
